"id","parentId","iNaturalistTaxonName","commonName","rank","iNaturalistTaxonImage","scientificName","introduction_status","reportingStatus","infrataxon_status","provincial_concern","provenance_status","solow_EP","species","subspecies","variety","nameStatus","inSummary"
62239,60369,Pyrola picta,"white-veined wintergreen",species,https://inaturalist-open-data.s3.amazonaws.com/photos/2183784/medium.JPG,Pyrola picta,native,confirmed,non-infrataxon,secure,voucher,0,picta,,,accepted,1
62312,48596,Campanula rotundifolia,"Common Harebell",species,https://inaturalist-open-data.s3.amazonaws.com/photos/65358586/medium.jpg,Campanula rotundifolia,native,reported,non-infrataxon,secure,unknown,0,rotundifolia,,,accepted,1
62474,47902,Opuntia fragilis,"Brittle Pricklypear",species,https://inaturalist-open-data.s3.amazonaws.com/photos/286780359/medium.jpeg,Opuntia fragilis,native,new 2013,non-infrataxon,secure,unknown,0,fragilis,,,accepted,1
62499,47604,Jacobaea,"ragworts",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/48635936/medium.jpeg,,,,,,,0,,,,,
63951,58736,Pyrus communis,"Common Pear",species,https://static.inaturalist.org/photos/17253854/medium.jpeg,Pyrus communis,exotic,new 2016,non-infrataxon,unknown,no_voucher,0.008,communis,,,accepted,1
64055,52672,Dryopteris expansa,"spreading wood fern",species,https://inaturalist-open-data.s3.amazonaws.com/photos/21824168/medium.jpg,Dryopteris expansa,native,confirmed,non-infrataxon,secure,voucher,0,expansa,,,accepted,1
64541,60001,Dianthus armeria,"Deptford pink",species,https://static.inaturalist.org/photos/108051453/medium.jpg,Dianthus armeria,exotic,confirmed,non-infrataxon,unknown,unknown,0,armeria,,,accepted,1
68007,68008,Smyrnium olusatrum,"Alexanders",species,https://inaturalist-open-data.s3.amazonaws.com/photos/316333539/medium.jpg,Smyrnium olusatrum,exotic,new 2016,non-infrataxon,unknown,unknown,0,olusatrum,,,accepted,1
69930,52643,Juncus tenuis,"Slender Path Rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/32809281/medium.jpg,Juncus tenuis,native,confirmed,non-infrataxon,secure,voucher,0,tenuis,,,accepted,1
71076,53453,Salix scouleriana,"Scouler's willow",species,https://inaturalist-open-data.s3.amazonaws.com/photos/311172740/medium.jpg,Salix scouleriana,native,confirmed,non-infrataxon,secure,voucher,0,scouleriana,,,accepted,1
71973,47434,Anthoxanthum,"sweetgrasses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/168398572/medium.jpeg,,,,,,,0,,,,,
71988,47434,Arrhenatherum,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/725447/medium.jpg,,,,,,,0,,,,,
72054,47434,Cinna,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/136662/medium.jpg,,,,,,,0,,,,,
72109,47604,Echinops,"Globe thistles",genus,https://static.inaturalist.org/photos/211800647/medium.jpg,,,,,,,0,,,,,
72133,48382,Fallopia,"Fallopias",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/46628104/medium.jpg,,,,,,,0,,,,,
72191,47204,Idahoa,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/290598/medium.jpg,,,,,,,0,,,,,
72355,47434,Secale,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/75687/medium.jpg,,,,,,,0,,,,,
72390,47204,Teesdalia,"Shepherdscress",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/110848702/medium.jpg,,,,,,,0,,,,,
72396,47204,Thlaspi,"penny cresses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/114726/medium.jpg,,,,,,,0,,,,,
72402,47434,Torreyochloa,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/977562/medium.jpg,,,,,,,0,,,,,
72416,47204,Turritis,"tower mustards",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/290604/medium.jpg,,,,,,,0,,,,,
75263,71943,Achlys triphylla,"vanilla leaf",species,https://static.inaturalist.org/photos/58369712/medium.jpg,Achlys triphylla,native,confirmed,non-infrataxon,secure,no_voucher,0.008,triphylla,,,accepted,1
75398,52326,Amaranthus powellii,"powell's amaranth",species,https://inaturalist-open-data.s3.amazonaws.com/photos/310633623/medium.jpg,Amaranthus powellii,exotic,confirmed,non-infrataxon,unknown,unknown,0,powellii,,,accepted,1
75450,52836,Angelica genuflexa,"Kneeling Angelica",species,https://inaturalist-open-data.s3.amazonaws.com/photos/58970790/medium.jpg,Angelica genuflexa,native,reported,non-infrataxon,secure,no_voucher,0,genuflexa,,,accepted,1
75500,50259,Arceuthobium douglasii,"Douglas-Fir Dwarf-Mistletoe",species,https://inaturalist-open-data.s3.amazonaws.com/photos/160120009/medium.jpg,Arceuthobium douglasii,native,new 2016,non-infrataxon,secure,unknown,0,douglasii,,,accepted,1
75701,58112,Atriplex dioica,"thickleaf orach",species,https://inaturalist-open-data.s3.amazonaws.com/photos/2982149/medium.jpg,Atriplex dioica,exotic,confirmed,non-infrataxon,unknown,unknown,0,dioica,,,accepted,1
75756,58728,Berberis nervosa,"Cascade Oregon-grape",species,https://inaturalist-open-data.s3.amazonaws.com/photos/127348129/medium.jpg,Berberis nervosa,native,confirmed,non-infrataxon,secure,voucher,0,nervosa,,,accepted,1
75765,50204,Bidens cernua,"Nodding Beggarticks",species,https://inaturalist-open-data.s3.amazonaws.com/photos/110532/medium.jpg,Bidens cernua,native,new 2016,non-infrataxon,secure,no_voucher,0.016,cernua,,,accepted,1
76338,60126,Cicuta douglasii,"Western Water Hemlock",species,https://inaturalist-open-data.s3.amazonaws.com/photos/46886647/medium.jpeg,Cicuta douglasii,native,confirmed,non-infrataxon,secure,no_voucher,0,douglasii,,,accepted,1
76461,53376,Cotoneaster simonsii,"Himalayan cotoneaster",species,https://inaturalist-open-data.s3.amazonaws.com/photos/88086681/medium.jpeg,Cotoneaster simonsii,exotic,confirmed,non-infrataxon,unknown,voucher,0,simonsii,,,accepted,1
76603,57166,Danthonia decumbens,"mountain heath grass",species,https://static.inaturalist.org/photos/13571739/medium.jpg,Danthonia decumbens,exotic,new 2022,non-infrataxon,unknown,unknown,0,decumbens,,,accepted,1
76604,57166,Danthonia intermedia,"Vasey's Oatgrass",species,https://static.inaturalist.org/photos/59523924/medium.jpg,Danthonia intermedia,native,new 2017,non-infrataxon,secure,voucher,0,intermedia,,,accepted,1
76745,72105,Dulichium arundinaceum,"Three-way Sedge",species,https://inaturalist-open-data.s3.amazonaws.com/photos/93587963/medium.jpg,Dulichium arundinaceum,native,confirmed,non-infrataxon,secure,no_voucher,0,arundinaceum,,,accepted,1
76779,57022,Eleocharis obtusa,"Blunt Spikerush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/385967845/medium.jpeg,Eleocharis obtusa,native,new 2017,non-infrataxon,secure,no_voucher,0.008,obtusa,,,accepted,1
76812,72113,Empetrum nigrum,"black crowberry",species,https://inaturalist-open-data.s3.amazonaws.com/photos/53111037/medium.jpeg,Empetrum nigrum,native,new 2016,non-infrataxon,secure,voucher,0,nigrum,,,accepted,1
77045,72122,Eriophorum gracile,"slender cottongrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/439633409/medium.jpeg,Eriophorum gracile,native,new 2017,non-infrataxon,secure,unknown,0,gracile,,,accepted,1
77216,53060,Galium trifidum,"three-petal bedstraw",species,https://inaturalist-open-data.s3.amazonaws.com/photos/8230353/medium.jpeg,Galium trifidum,native,confirmed,non-infrataxon,secure,voucher,0.008,trifidum,,,accepted,1
77251,47701,Geranium bicknellii,"Northern Cranesbill",species,https://inaturalist-open-data.s3.amazonaws.com/photos/96524/medium.jpg,Geranium bicknellii,native,reported,non-infrataxon,secure,unknown,0,bicknellii,,,accepted,1
77266,55751,Geum macrophyllum,"Large-leaved Avens",species,https://inaturalist-open-data.s3.amazonaws.com/photos/153877477/medium.jpg,Geum macrophyllum,native,confirmed,non-infrataxon,secure,no_voucher,0,macrophyllum,,,accepted,1
77287,61064,Glyceria borealis,"boreal manna grass",species,https://static.inaturalist.org/photos/79938840/medium.jpg,Glyceria borealis,native,reported,non-infrataxon,secure,no_voucher,0.031,borealis,,,accepted,1
77289,61064,Glyceria elata,"Tufted Tall Mannagrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/405081647/medium.jpg,Glyceria elata,native,confirmed,non-infrataxon,secure,no_voucher,0.031,elata,,,accepted,1
77292,61064,Glyceria leptostachya,"narrow manna grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/426481337/medium.jpeg,Glyceria leptostachya,native,reported,non-infrataxon,secure,unknown,0,leptostachya,,,accepted,1
77293,61064,Glyceria striata,"Fowl Mannagrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/129824/medium.jpg,Glyceria striata,native,reported,non-infrataxon,secure,voucher,0.031,striata,,,accepted,1
77480,52761,Hypericum androsaemum,"Tutsan",species,https://inaturalist-open-data.s3.amazonaws.com/photos/4032719/medium.jpg,Hypericum androsaemum,exotic,new 2019,non-infrataxon,unknown,voucher,0,androsaemum,,,accepted,1
77481,52761,Hypericum calycinum,"Rose-of-sharon",species,https://inaturalist-open-data.s3.amazonaws.com/photos/229098021/medium.jpeg,Hypericum calycinum,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,calycinum,,,accepted,1
77549,52643,Juncus acuminatus,"tapered rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/86104195/medium.jpg,Juncus acuminatus,native,confirmed,non-infrataxon,secure,voucher,0,acuminatus,,,accepted,1
77552,52643,Juncus articulatus,"Jointed rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/61718017/medium.jpg,Juncus articulatus,native,confirmed,non-infrataxon,secure,no_voucher,0.008,articulatus,,,accepted,1
77569,52643,Juncus ensifolius,"dagger rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/87054436/medium.jpg,Juncus ensifolius,native,confirmed,non-infrataxon,secure,no_voucher,0,ensifolius,,,accepted,1
77594,52643,Juncus supiniformis,"hair-leaved rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/267837781/medium.jpeg,Juncus supiniformis,native,reported,non-infrataxon,secure,voucher,0.031,supiniformis,,,accepted,1
77638,50321,Lathyrus japonicus,"seaside pea",species,https://inaturalist-open-data.s3.amazonaws.com/photos/354009189/medium.jpeg,Lathyrus japonicus,native,confirmed,non-infrataxon,secure,voucher,0,japonicus,,,accepted,1
77778,50791,Linaria purpurea,"Purple Toadflax",species,https://static.inaturalist.org/photos/591592360/medium.jpg,Linaria purpurea,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,purpurea,,,accepted,1
77818,55343,Lomatium nudicaule,"Barestem Biscuitroot",species,https://static.inaturalist.org/photos/39813251/medium.jpeg,Lomatium nudicaule,native,confirmed,non-infrataxon,secure,no_voucher,0,nudicaule,,,accepted,1
77832,51874,Lonicera ciliosa,"orange honeysuckle",species,https://inaturalist-open-data.s3.amazonaws.com/photos/42551323/medium.jpg,Lonicera ciliosa,native,confirmed,non-infrataxon,secure,voucher,0,ciliosa,,,accepted,1
77897,55796,Luzula parviflora,"Small-flower Woodrush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/51673704/medium.jpg,Luzula parviflora,native,reported,non-infrataxon,secure,unknown,0,parviflora,,,accepted,1
77901,55796,Luzula subsessilis,"short-stalked woodrush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/37343461/medium.jpg,Luzula subsessilis,native,confirmed,non-infrataxon,secure,no_voucher,0.031,subsessilis,,,accepted,1
77917,48063,Lysimachia thyrsiflora,"Tufted Loosestrife",species,https://inaturalist-open-data.s3.amazonaws.com/photos/290259277/medium.jpg,Lysimachia thyrsiflora,native,confirmed,non-infrataxon,secure,no_voucher,0.009,thyrsiflora,,,accepted,1
77923,53136,Madia glomerata,"mountain tarweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/341719/medium.jpg,Madia glomerata,native,confirmed,non-infrataxon,secure,no_voucher,0.016,glomerata,,,accepted,1
77948,54500,Malus fusca,"Pacific Crab Apple",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3101906/medium.JPG,Malus fusca,native,confirmed,non-infrataxon,secure,voucher,0,fusca,,,accepted,1
77952,55978,Malva neglecta,"dwarf mallow",species,https://inaturalist-open-data.s3.amazonaws.com/photos/531248397/medium.jpg,Malva neglecta,exotic,reported,non-infrataxon,unknown,no_voucher,0,neglecta,,,accepted,1
77970,60848,Meconella oregana,"Oregon Fairypoppy",species,https://inaturalist-open-data.s3.amazonaws.com/photos/117561670/medium.jpg,Meconella oregana,native,confirmed,non-infrataxon,concern,unknown,0,oregana,,,accepted,1
77983,52803,Melica harfordii,"Harford's oniongrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/142744/medium.jpg,Melica harfordii,native,confirmed,non-infrataxon,secure,unknown,0,harfordii,,,accepted,1
77986,52803,Melica subulata,"Alaska Oniongrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/74886261/medium.jpg,Melica subulata,native,confirmed,non-infrataxon,secure,no_voucher,0.024,subulata,,,accepted,1
78027,72236,Micranthes integrifolia,"Wholeleaf Saxifrage",species,https://static.inaturalist.org/photos/193444128/medium.jpg,Micranthes integrifolia,native,confirmed,non-infrataxon,secure,voucher,0,integrifolia,,,accepted,1
78150,49131,Myosotis laxa,"bay forget-me-not",species,https://static.inaturalist.org/photos/152439045/medium.jpeg,Myosotis laxa,native,confirmed,non-infrataxon,secure,voucher,0,laxa,,,accepted,1
78434,56839,Perideridia gairdneri,"Gairdner's Yampah",species,https://inaturalist-open-data.s3.amazonaws.com/photos/420953222/medium.jpeg,Perideridia gairdneri,native,confirmed,non-infrataxon,secure,no_voucher,0,gairdneri,,,accepted,1
78465,72290,Petroselinum crispum,"garden parsley",species,https://inaturalist-open-data.s3.amazonaws.com/photos/395413717/medium.jpg,Petroselinum crispum,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.016,crispum,,,accepted,1
78910,53196,Rumex transitorius,"Pacific willow dock",species,https://inaturalist-open-data.s3.amazonaws.com/photos/143576896/medium.jpeg,Rumex transitorius,native,confirmed,non-infrataxon,secure,no_voucher,0,transitorius,,,accepted,1
78930,52617,Salicornia depressa,"Virginia Glasswort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/23010186/medium.jpg,Salicornia depressa,unknown,reported,non-infrataxon,secure,no_voucher,0.031,depressa,,,accepted,1
78941,53453,Salix hookeriana,"coastal willow",species,https://inaturalist-open-data.s3.amazonaws.com/photos/131374502/medium.jpg,Salix hookeriana,native,new 2017,non-infrataxon,secure,voucher,0,hookeriana,,,accepted,1
78952,53453,Salix prolixa,"mackenzie's willow",species,https://inaturalist-open-data.s3.amazonaws.com/photos/128996958/medium.jpeg,Salix prolixa,native,reported,non-infrataxon,secure,unknown,0,prolixa,,,accepted,1
78979,53202,Sanicula graveolens,"northern sanicle",species,https://inaturalist-open-data.s3.amazonaws.com/photos/516450464/medium.jpg,Sanicula graveolens,native,reported,non-infrataxon,secure,unknown,0,graveolens,,,accepted,1
79464,57861,Utricularia gibba,"humped bladderwort",species,https://static.inaturalist.org/photos/33952087/medium.jpeg,Utricularia gibba,native,new 2018,non-infrataxon,secure,no_voucher,0.008,gibba,,,accepted,1
79503,52472,Vicia lathyroides,"spring vetch",species,https://inaturalist-open-data.s3.amazonaws.com/photos/194303251/medium.jpg,Vicia lathyroides,exotic,confirmed,non-infrataxon,unknown,unknown,0,lathyroides,,,accepted,1
79637,71992,Asplenium trichomanes trichomanes,"maidenhair spleenwort",subspecies,https://static.inaturalist.org/photos/76170206/medium.gif,Asplenium trichomanes ssp. trichomanes,native,new 2016,infrataxon,secure,unknown,0,trichomanes,Asplenium trichomanes trichomanes,,accepted,1
79659,62219,Camassia leichtlinii suksdorfii,"Suksdorf's Large Camas",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/266443961/medium.jpg,Camassia leichtlinii ssp. suksdorfii,native,confirmed,infrataxon,secure,voucher,0,leichtlinii,Camassia leichtlinii suksdorfii,,accepted,1
79751,52995,Claytonia rubra depressa,"Rosetted Springbeauty",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/14335688/medium.jpg,Claytonia rubra ssp. depressa,native,new 2017,infrataxon,secure,unknown,0,rubra,Claytonia rubra depressa,,accepted,1
81026,63137,Linnaea borealis longiflora,"Longtube Twinflower",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/58326812/medium.jpeg,Linnaea borealis ssp. longiflora,native,confirmed,infrataxon,secure,no_voucher,0,borealis,,Linnaea borealis longiflora,accepted,1
81378,55731,Spergularia canadensis occidentalis,"western sand-spurrey",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/8726127/medium.jpeg,Spergularia canadensis var. occidentalis,native,confirmed,infrataxon,secure,voucher,0.008,canadensis,,Spergularia canadensis occidentalis,accepted,1
85063,60128,Oenanthe pimpinelloides,"Corky-fruited Water-dropwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/1450784/medium.jpg,Oenanthe pimpinelloides,exotic,new 2020,non-infrataxon,unknown,unknown,0,pimpinelloides,,,accepted,1
118435,62219,Camassia quamash quamash,"",subspecies,https://static.inaturalist.org/photos/7368202/medium.jpg,Camassia quamash ssp. quamash,native,confirmed,infrataxon,secure,unknown,0,quamash,Camassia quamash quamash,,accepted,1
119450,119451,Calluna vulgaris,"common heather",species,https://inaturalist-open-data.s3.amazonaws.com/photos/91325703/medium.jpeg,Calluna vulgaris,exotic,new 2018,non-infrataxon,unknown,no_voucher,0.008,vulgaris,,,accepted,1
126887,58728,Berberis aquifolium,"Oregon grape",species,https://inaturalist-open-data.s3.amazonaws.com/photos/16702958/medium.jpg,Berberis aquifolium,native,confirmed,non-infrataxon,secure,no_voucher,0,aquifolium,,,accepted,1
127355,55869,Cyclamen hederifolium,"Ivy-leaved cyclamen",species,https://inaturalist-open-data.s3.amazonaws.com/photos/110836055/medium.jpg,Cyclamen hederifolium,exotic,new 2017,non-infrataxon,unknown,no_voucher,0,hederifolium,,,accepted,1
129020,51611,Veronica officinalis,"heath speedwell",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3867971/medium.JPG,Veronica officinalis,exotic,new 2017,non-infrataxon,unknown,no_voucher,0,officinalis,,,accepted,1
129075,53787,Fumaria muralis,"common ramping-fumitory",species,https://inaturalist-open-data.s3.amazonaws.com/photos/16104053/medium.jpg,Fumaria muralis,exotic,new 2022,non-infrataxon,unknown,no_voucher,0,muralis,,,accepted,1
132710,53787,Fumaria reuteri,"Martin's Ramping-fumitory",species,https://inaturalist-open-data.s3.amazonaws.com/photos/23927194/medium.jpg,Fumaria reuteri,exotic,confirmed,non-infrataxon,unknown,unknown,0,reuteri,,,accepted,1
153479,48493,Delphinium menziesii,"Menzies' Larkspur",species,https://inaturalist-open-data.s3.amazonaws.com/photos/20387694/medium.jpeg,Delphinium menziesii,native,confirmed,non-infrataxon,secure,no_voucher,0,menziesii,,,accepted,1
156879,47148,Argentina,"Silverweeds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/54317947/medium.jpeg,,,,,,,0,,,,,
159233,50204,Bidens amplissima,"Vancouver Island beggarticks",species,https://inaturalist-open-data.s3.amazonaws.com/photos/157623744/medium.jpeg,Bidens amplissima,native,reported,non-infrataxon,concern,no_voucher,0,amplissima,,,accepted,1
162678,72122,Eriophorum chamissonis,"russet cottongrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/5683207/medium.jpeg,Eriophorum chamissonis,native,confirmed,non-infrataxon,secure,no_voucher,0.008,chamissonis,,,accepted,1
163267,47701,Geranium versicolor,"Pencilled Crane's-bill",species,https://inaturalist-open-data.s3.amazonaws.com/photos/11035662/medium.jpeg,Geranium versicolor,exotic,new 2021,non-infrataxon,unknown,unknown,0,versicolor,,,accepted,1
181694,47727,Acer glabrum douglasii,"Douglas maple",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/913182/medium.jpg,Acer glabrum var. douglasii,native,confirmed,infrataxon,secure,no_voucher,0,glabrum,,Acer glabrum douglasii,accepted,1
181942,47604,Scorzoneroides,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/52460807/medium.jpg,,,,,,,0,,,,,
203680,47604,Pilosella,"mouse-ear hawkweeds",genus,https://static.inaturalist.org/photos/42518355/medium.jpg,,,,,,,0,,,,,
204175,48063,Lysimachia maritima,"Sea Milkwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/20740872/medium.jpg,Lysimachia maritima,native,reported,non-infrataxon,secure,no_voucher,0,maritima,,,accepted,1
204214,47434,Graphephorum,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/30904990/medium.jpeg,,,,,,,0,,,,,
209238,50791,Linaria texana,"Texas toadflax",species,https://inaturalist-open-data.s3.amazonaws.com/photos/116771/medium.jpg,Nuttallanthus texanus,native,reported,non-infrataxon,concern,unknown,0,texana,,,unaccepted,1
234941,49340,Castilleja miniata dixonii,"Dixon's Paintbrush",variety,https://static.inaturalist.org/photos/111354519/medium.jpeg,Castilleja miniata var. dixonii,native,new 2022,infrataxon,concern,unknown,0,miniata,,Castilleja miniata dixonii,accepted,1
238339,55677,Sagina maxima maxima,"Sticky-stem Pearlwort",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/41458058/medium.jpg,Sagina maxima ssp. maxima,native,reported,infrataxon,secure,unknown,0,maxima,Sagina maxima maxima,,accepted,1
244100,49149,Scilla luciliae,"Boissier's Glory-of-the-snow",species,https://inaturalist-open-data.s3.amazonaws.com/photos/64008549/medium.jpg,Scilla luciliae,exotic,new 2016,non-infrataxon,unknown,unknown,0,luciliae,,,accepted,1
316609,62232,Chimaphila umbellata umbellata,"Eurasian Umbellate Wintergreen",subspecies,https://static.inaturalist.org/photos/2016628/medium.jpg,Chimaphila umbellata ssp. umbellata,native,confirmed,infrataxon,secure,unknown,0,umbellata,Chimaphila umbellata umbellata,,accepted,1
357949,72236,Micranthes rufidula,"Rustyhair Saxifrage",species,https://inaturalist-open-data.s3.amazonaws.com/photos/186915327/medium.jpeg,Micranthes rufidula,native,new 2018,non-infrataxon,secure,voucher,0.031,rufidula,,,accepted,1
379255,48382,Reynoutria,"Rhizomatous Knotweeds",genus,https://static.inaturalist.org/photos/7065992/medium.jpg,,,,,,,0,,,,,
406080,50641,Solanum nitidibaccatum,"Green Nightshade",species,https://inaturalist-open-data.s3.amazonaws.com/photos/184772306/medium.jpeg,Solanum nitidibaccatum,exotic,new 2018,non-infrataxon,unknown,unknown,0,nitidibaccatum,,,accepted,1
411074,53376,Cotoneaster coriaceus,"Late cotoneaster",species,https://inaturalist-open-data.s3.amazonaws.com/photos/6155423/medium.jpeg,Cotoneaster coriaceus,exotic,new 2022,non-infrataxon,unknown,voucher,0.027,coriaceus,,,accepted,1
469472,54500,Malus domestica,"apple",species,https://inaturalist-open-data.s3.amazonaws.com/photos/268437/medium.jpg,Malus domestica,exotic,confirmed,non-infrataxon,unknown,unknown,0,domestica,,,accepted,1
496537,48063,Lysimachia latifolia,"Western Starflower",species,https://inaturalist-open-data.s3.amazonaws.com/photos/82441036/medium.jpg,Lysimachia latifolia,native,confirmed,non-infrataxon,secure,no_voucher,0,latifolia,,,accepted,1
630966,60369,Pyrola aphylla,"Leafless wintergreen",species,https://inaturalist-open-data.s3.amazonaws.com/photos/299622427/medium.jpeg,Pyrola aphylla,native,new 2018,non-infrataxon,concern,no_voucher,0.008,aphylla,,,accepted,1
710296,734821,Petrosedum forsterianum,"Rock Stonecrop",species,https://inaturalist-open-data.s3.amazonaws.com/photos/150637037/medium.jpg,Petrosedum forsterianum,exotic,new 2015,non-infrataxon,unknown,voucher,0,forsterianum,,,accepted,1
734805,734821,Petrosedum rupestre,"Reflexed Stonecrop",species,https://inaturalist-open-data.s3.amazonaws.com/photos/148595193/medium.jpg,Petrosedum rupestre,exotic,reported,non-infrataxon,unknown,unknown,0,rupestre,,,accepted,1
739040,273241,Aphyllon purpureum,"oneflower broomrape",species,https://inaturalist-open-data.s3.amazonaws.com/photos/300487875/medium.jpeg,Aphyllon purpureum,native,confirmed,non-infrataxon,secure,unknown,0,purpureum,,,accepted,1
791928,48063,Lysimachia arvensis,"scarlet pimpernel",species,https://inaturalist-open-data.s3.amazonaws.com/photos/24788920/medium.jpg,Lysimachia arvensis,exotic,reported,non-infrataxon,unknown,no_voucher,0,arvensis,,,accepted,1
863646,56095,Hyacinthoides × massartiana,"Hybrid bluebell",hybrid,https://inaturalist-open-data.s3.amazonaws.com/photos/34158242/medium.jpg,Hyacinthoides × massartiana,exotic,confirmed,non-infrataxon,unknown,unknown,0,,,,accepted,1
890625,55796,Luzula macrantha,"Prairie Woodrush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/193485197/medium.jpeg,Luzula macrantha,native,confirmed,non-infrataxon,secure,voucher,0.031,macrantha,,,accepted,1
1068235,47204,Boechera,"rockcresses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/64427045/medium.jpg,Boechera sp.,unknown,new 2021,non-infrataxon,unknown,unknown,0,,,,accepted,1
1220721,962562,Eriocoma lemmonii,"lemmon's needle grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/131815900/medium.jpeg,Eriocoma lemmonii,native,confirmed,non-infrataxon,secure,unknown,0,lemmonii,,,accepted,1
1234070,55343,Lomatium papilioniferum,"pungent desert parsley",species,https://inaturalist-open-data.s3.amazonaws.com/photos/183489190/medium.jpeg,Lomatium papilioniferum,native,confirmed,non-infrataxon,concern,unknown,0,papilioniferum,,,accepted,1
1319212,53376,Cotoneaster franchetii,"Franchet's cotoneaster",species,https://inaturalist-open-data.s3.amazonaws.com/photos/33337608/medium.jpg,Cotoneaster franchetii,exotic,new 2022,non-infrataxon,unknown,voucher,0.009,franchetii,,,accepted,1
1459210,48241,Erythronium oregonum × revolutum,"giant white × coast fawn lily",hybrid,https://inaturalist-open-data.s3.amazonaws.com/photos/35708345/medium.jpeg,Erythronium oregonum × revolutum,native,new 2016,non-infrataxon,secure,unknown,0,,,,accepted,1
1555488,47204,Mutarda,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/80331856/medium.jpeg,,,,,,,0,,,,,
47359,47361,Apocynum androsaemifolium,"spreading dogbane",species,https://inaturalist-open-data.s3.amazonaws.com/photos/375675/medium.jpg,Apocynum androsaemifolium,native,reported,non-infrataxon,secure,voucher,0,androsaemifolium,,,accepted,1
47695,47696,Cynosurus echinatus,"bristly dogtail grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/438248468/medium.jpeg,Cynosurus echinatus,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,echinatus,,,accepted,1
47697,47698,Hesperis matronalis,"dame's rocket",species,https://inaturalist-open-data.s3.amazonaws.com/photos/202467231/medium.jpeg,Hesperis matronalis,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,matronalis,,,accepted,1
48224,48226,Eschscholzia californica californica,"",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/8257163/medium.jpg,Eschscholzia californica,exotic,confirmed,non-infrataxon,unknown,voucher,0.008,californica,Eschscholzia californica californica,,unaccepted,1
48349,48353,Vaccinium ovatum,"Evergreen Huckleberry",species,https://static.inaturalist.org/photos/121469550/medium.jpeg,Vaccinium ovatum,native,confirmed,non-infrataxon,secure,voucher,0,ovatum,,,accepted,1
48354,48353,Vaccinium parvifolium,"Red Huckleberry",species,https://inaturalist-open-data.s3.amazonaws.com/photos/412813759/medium.jpeg,Vaccinium parvifolium,native,confirmed,non-infrataxon,secure,voucher,0,parvifolium,,,accepted,1
48543,48544,Mycelis muralis,"Wall Lettuce",species,https://inaturalist-open-data.s3.amazonaws.com/photos/143736650/medium.jpg,Mycelis muralis,exotic,confirmed,non-infrataxon,unknown,voucher,0,muralis,,,accepted,1
